"Define the preparation steps in order. The last step represents 'ready for pickup'. After that, items are marked as 'Delivered' by the runner or KDS operator.","Définissez les étapes de préparation dans l'ordre. La dernière étape représente 'prêt à servir'. Ensuite, les articles sont marqués comme 'Livrés' par le serveur ou l'opérateur KDS.",
Define when the restaurant is open. Each day can have multiple time slots (e.g. lunch and dinner).,Définissez les horaires d'ouverture du restaurant. Chaque jour peut avoir plusieurs créneaux (ex. déjeuner et dîner).,
Delete,Supprimer,
"Delete ""{0}""?","Supprimer ""{0}"" ?",
Delete Area,Supprimer la zone,
Delete Coupon,Supprimer le coupon,
Delete Draft?,Supprimer le brouillon ?,
Delete Invoice,Supprimer la facture,
Delete Offline Invoice,Supprimer la facture hors ligne,
Delete Promotion,Supprimer la promotion,
Delete area,Supprimer la zone,
Delete draft,Supprimer le brouillon,
Delete offline saved invoices,Supprimer les factures sauvegardées hors ligne,
Delete this station,Supprimer ce poste,
Delete this table,Supprimer cette table,
Deliver,Livrer,
Delivered,Livré,
Delivery,Livraison,
Delivery Date,Date de livraison,
Depletion Rate/Day,Taux d'épuisement/jour,
Description,Description,
Descriptions,Descriptions,
Deselect All,Désélectionner tout,
Designer & PDF,Designer & PDF,
Details,Détails,
Dietary,Régime alimentaire,
Difference,Différence,
Direct to Kitchen,Directement en cuisine,
Direction,Direction,
Disable,Désactiver,
Disable Item,Désactiver l'article,
Disable Rounded Total,Désactiver le total arrondi,
Disable auto-add,Désactiver l'ajout auto,
Disable barcode scanner,Désactiver le scanner de codes-barres,
Disable restaurant mode,Désactiver le mode restaurant,
Disable this item on every card.,Désactiver cet article sur toutes les cartes.,
Disabled,Désactivé,
Disabled Only,Désactivés uniquement,
Disabled on this card,Désactivé sur cette carte,
Disabled: No sales person selection. Single: Select one sales person (100%). Multiple: Select multiple with allocation percentages.,Désactivé : pas de sélection de vendeur. Simple : sélectionner un vendeur (100%). Multiple : sélectionner plusieurs avec des pourcentages de répartition.,
Disc %,Rem. %,
Disconnect,Déconnecter,
Disconnected,Déconnecté,
Discount,Remise,
Discount %,Remise %,
Discount (%),Remise (%),
Discount Amount,Montant de la remise,
Discount Amount is required,Le montant de la remise est requis,
Discount Amount must be greater than 0,Le montant de la remise doit être supérieur à 0,
Discount Applied,Remise appliquée,
Discount Configuration,Configuration de la remise,
Discount Details,Détails de la remise,
Discount Percentage,Pourcentage de remise,
Discount Percentage (%),Pourcentage de remise (%),
Discount Percentage is required,Le pourcentage de remise est requis,
Discount Percentage must be between 0 and 100,Le pourcentage de remise doit être entre 0 et 100,
Discount Rule,Règle de remise,
Discount Type,Type de remise,
Discount Type is required,Le type de remise est requis,
Discount amount is required when discount type is Amount,Le montant de la remise est requis lorsque le type de remise est Montant,
Discount amount must be greater than 0,Le montant de la remise doit être supérieur à 0,
Discount has been removed,La remise a été supprimée,
Discount has been removed from cart,La remise a été supprimée du panier,
Discount percentage is required when discount type is Percentage,Le pourcentage de remise est requis lorsque le type de remise est Pourcentage,
Discount percentage must be between 0 and 100,Le pourcentage de remise doit être entre 0 et 100,
Discount settings changed. Cart recalculated.,Paramètres de remise modifiés. Panier recalculé.,
Discount type is required,Le type de remise est requis,
Discount:,Remise :,
Discounts,Remises,
Discounts Given,Remises accordées,
Dismiss,Fermer,
Display,Affichage,
Display Color,Couleur d'affichage,
Display Discount %,Afficher la remise %,
Display Discount Amount,Afficher le montant de la remise,
Display Item Code,Afficher le code article,
Display Options,Options d'affichage,
Display Settings,Paramètres d'affichage,
Display customer balance on screen,Afficher le solde client à l'écran,
Distributed,Distribué,
Distributed To,Distribué à,
Distribution,Distribution,
Distribution Date,Date de distribution,
Do you want to select this customer for the current sale?,Voulez-vous sélectionner ce client pour la vente en cours ?,
"Don't create invoices, only orders","Ne pas créer de factures, seulement des commandes",
Done,Terminé,
Door,Porte,
Download Certificate,Télécharger le certificat,
Download receipt,Télécharger le reçu,
"Download the certificate and import it into QZ Tray, then restart QZ Tray.","Téléchargez le certificat et importez-le dans QZ Tray, puis redémarrez QZ Tray.",
Draft,Brouillon,
Draft Invoices,Brouillons de factures,
Draft deleted successfully,Brouillon supprimé avec succès,
Draft invoice deleted,Brouillon de facture supprimé,
Draft invoice loaded successfully,Brouillon de facture chargé avec succès,
Drafts,Brouillons,
Draw,Dessiner,
Duplicate,Dupliquer,
Duplicate Entry,Entrée en double,
Duration,Durée,
ENTER-CODE-HERE,ENTRER-CODE-ICI,
ERPNext Coupon Code,Code coupon ERPNext,
ERPNext Integration,Intégration ERPNext,
Edit,Modifier,
Edit Customer,Modifier le client,
Edit Invoice,Modifier la facture,
Edit Item,Modifier l'article,
Edit Item Details,Modifier les détails de l'article,
Edit Promotion,Modifier la promotion,
Edit Reservation,Modifier la réservation,
Edit Station,Modifier le poste,
Edit Table,Modifier la table,
Edit customer details,Modifier les détails du client,
Edit schedule,Modifier les horaires,
Edit serials,Modifier les numéros de série,
Edit station,Modifier le poste,
Edit table,Modifier la table,
Efficiency,Efficacité,
Efficiency %,Efficacité %,
Either item_code or item_codes must be provided,item_code ou item_codes doit être fourni,
Email,Email,
Email ID,Adresse e-mail,
Email Invoice,Envoyer la facture par e-mail,
Email message,Message e-mail,
Email sent successfully to {0},E-mail envoyé avec succès à {0},
Email sent to {0},E-mail envoyé à {0},
Empty,Vide,
Enable,Activer,
Enable Automatic Stock Sync,Activer la synchronisation automatique du stock,
Enable Customer Display,Activer l'écran client,
Enable Gift Card Splitting,Activer le fractionnement de carte cadeau,
Enable Gift Cards,Activer les cartes cadeaux,
Enable Item,Activer l'article,
Enable Loyalty Program,Activer le programme de fidélité,
Enable Online Reservations,Activer les réservations en ligne,
Enable QR Self-Ordering,Activer la commande QR,
Enable Reservations,Activer les réservations,
Enable Runner,Activer le Runner,
Enable Session Lock,Activer le verrouillage de session,
Enable Silent Print,Activer l'impression silencieuse,
Enable Takeaway,Activer la vente à emporter,
Enable Takeaway Web Ordering,Activer la commande en ligne à emporter,
Enable Tips,Activer les pourboires,
Enable a runner display for delivering ready items from stations to tables,Activer un affichage runner pour livrer les articles prêts des postes aux tables,
Enable auto-add,Activer l'ajout auto,
Enable barcode scanner,Activer le scanner de codes-barres,
Enable cart-wide discount,Activer la remise sur tout le panier,
Enable custom POS settings for this profile,Activer les paramètres POS personnalisés pour ce profil,
Enable delivery fee calculation,Activer le calcul des frais de livraison,
Enable gift card functionality in POS,Activer les cartes cadeaux dans la caisse,
Enable invoice-level discount,Activer la remise au niveau de la facture,
Enable it in Restaurant Settings to use the Runner display.,Activez-le dans les Paramètres restaurant pour utiliser l'affichage Runner.,
Enable item-level discount in edit dialog,Activer la remise au niveau de l'article dans la boîte de modification,
Enable loyalty program features for this POS profile,Activer les fonctions de fidélité pour ce profil de caisse,
Enable partial payment for invoices,Activer le paiement partiel pour les factures,
Enable product returns,Activer les retours produits,
Enable restaurant mode,Activer le mode restaurant,
Enable sales on credit,Activer les ventes à crédit,
Enable sales order creation,Activer la création de commandes client,
Enable selling items even when stock reaches zero or below. Integrates with Back Office stock settings.,Permettre la vente d'articles même lorsque le stock atteint zéro ou moins. S'intègre avec les paramètres de stock du Back Office.,
Enable selling items even when stock reaches zero or below. Integrates with ERPNext negative stock settings.,Activer la vente d'articles même lorsque le stock atteint zéro ou en dessous. S'intègre aux paramètres de stock négatif d'ERPNext.,
Enable takeaway orders in restaurant mode,Activer les commandes à emporter en mode restaurant,
Enable the Runner display for delivering ready items from stations to tables.,Activer l'écran Runner pour livrer les articles prêts des stations aux tables.,
Enable the customer-facing display screen feature,Activer la fonctionnalité d'écran client,
Enable this item on every card.,Activer cet article sur toutes les cartes.,
Enable tip management,Activer la gestion des pourboires,
Enabled,Activé,
End,Fin,
End Time,Heure de fin,
Enter,Entrer,
Enter actual amount for {0},Entrez le montant réel pour {0},
Enter amount,Saisissez le montant,
Enter any special requests...,Saisissez vos demandes spéciales...,
Enter email address,Entrez l'adresse email,
"Enter reason for return (e.g., defective product, wrong item, customer request)...","Entrez la raison du retour (ex : produit défectueux, mauvais article, demande client)...",
Enter the connection password,Saisissez le mot de passe de connexion,
Enter your password,Entrez votre mot de passe,
Enter your promotional or gift card code below,Entrez votre code promotionnel ou carte cadeau ci-dessous,
Enter your username or email,Entrez votre nom d'utilisateur ou email,
Entire Transaction,Transaction entière,
Error,Erreur,
Error Closing Shift,Erreur lors de la fermeture de la session,
Error Message,Message d'erreur,
Error Report - Neopos,Rapport d'erreur - Neopos,
Error applying offers: {0},Erreur lors de l'application des offres : {0},
Error fetching batch/serial details: {0},Erreur lors de la récupération des détails lot/série : {0},
Error fetching brands: {0},Erreur lors de la récupération des marques : {0},
Error fetching bundle availability for {0}: {1},Erreur lors de la récupération de la disponibilité du lot pour {0} : {1},
Error fetching customers: {0},Erreur lors de la récupération des clients : {0},
Error fetching item details: {0},Erreur lors de la récupération des détails de l'article : {0},
Error fetching item groups: {0},Erreur lors de la récupération des groupes d'articles : {0},
Error fetching item stock: {0},Erreur lors de la récupération du stock de l'article : {0},
Error fetching item variants: {0},Erreur lors de la récupération des variantes de l'article : {0},
Error fetching items count: {0},Erreur lors du comptage des articles : {0},
Error fetching items: {0},Erreur lors de la récupération des articles : {0},
Error fetching payment methods: {0},Erreur lors de la récupération des modes de paiement : {0},
Error fetching stock quantities: {0},Erreur lors de la récupération des quantités en stock : {0},
Error fetching warehouse availability: {0},Erreur lors de la récupération de la disponibilité en entrepôt : {0},
Error getting closing shift data: {0},Erreur lors de la récupération des données de clôture de session : {0},
Error getting create POS profile: {0},Erreur lors de la création du profil POS : {0},
Error searching by barcode: {0},Erreur lors de la recherche par code-barres : {0},
Error submitting closing shift: {0},Erreur lors de la soumission de la clôture de session : {0},
Error updating warehouse: {0},Erreur lors de la mise à jour de l'entrepôt : {0},
Error!,Erreur !,
Esc,Échap,
Estimated preparation time in minutes,Temps de préparation estimé en minutes,
Exact amount only,Montant exact uniquement,
Exception: {0},Exception : {0},
Exhausted,Épuisé,
Existing Shift Found,Session existante trouvée,
Exp: {0},Exp : {0},
Expected,Attendu,
Expected Amount,Montant attendu,
Expected: &lt;span class=&quot;font-medium&quot;&gt;{0}&lt;/span&gt;,Attendu : &lt;span class=&quot;font-medium&quot;&gt;{0}&lt;/span&gt;,
Expired,Expiré,
Expired Only,Expirés uniquement,
Expires At,Expire le,
Expiry Days,Jours d'expiration,
External,Externe,
External Invoices,Factures externes,
External Payments,Paiements externes,
FREE,GRATUIT,
Failed,Échoué,
Failed to Load Shift Data,Échec du chargement des données de session,
Failed to add payment,Échec de l'ajout du paiement,
Failed to add station,Échec de l'ajout du poste,
Failed to add table,Échec de l'ajout de la table,
Failed to apply coupon. Please try again.,Échec de l'application du coupon. Veuillez réessayer.,
Failed to apply gift card,Échec de l'application de la carte cadeau,
Failed to apply offer. Please try again.,Échec de l'application de l'offre. Veuillez réessayer.,
Failed to apply referral code: {0},Échec de l'application du code de parrainage : {0},
Failed to cancel,Échec de l'annulation,
Failed to cancel payment. Please cancel on the terminal.,Échec de l'annulation du paiement. Veuillez annuler sur le terminal.,
Failed to check invoice,Échec de la vérification de la facture,
Failed to check payment status,Échec de la vérification du statut de paiement,
Failed to clear cache. Please try again.,Échec du vidage du cache. Veuillez réessayer.,
Failed to clear drafts,Échec de la suppression des brouillons,
Failed to confirm,Échec de la confirmation,
Failed to create area,Échec de la création de la zone,
Failed to create card,Échec de la création de la carte,
Failed to create cash entry,Échec de la création de l'entrée de caisse,
Failed to create coupon,Échec de la création du coupon,
Failed to create coupon: {0},Échec de la création du coupon : {0},
Failed to create customer,Échec de la création du client,
Failed to create invoice draft,Échec de la création du brouillon de facture,
Failed to create item,Échec de la création de l'article,
Failed to create option group,Échec de la création du groupe d'options,
Failed to create payment entry: {0},Échec de la création de l'écriture de paiement : {0},
Failed to create payment entry: {0}. All changes have been rolled back.,Échec de la création de l'écriture de paiement : {0}. Toutes les modifications ont été annulées.,
Failed to create permanent card,Échec de la création de la carte permanente,
Failed to create pricing rule,Échec de la création de la règle de prix,
Failed to create promotion,Échec de la création de la promotion,
Failed to create promotion: {0},Échec de la création de la promotion : {0},
Failed to create reservation,Échec de la création de la réservation,
Failed to create return invoice,Échec de la création de la facture de retour,
Failed to create workflow,Échec de la création du workflow,
Failed to delete area,Échec de la suppression de la zone,
Failed to delete card,Échec de la suppression de la carte,
Failed to delete coupon,Échec de la suppression du coupon,
Failed to delete coupon: {0},Échec de la suppression du coupon : {0},
Failed to delete draft,Échec de la suppression du brouillon,
Failed to delete offline invoice,Échec de la suppression de la facture hors ligne,
Failed to delete option group,Échec de la suppression du groupe d'options,
Failed to delete promotion,Échec de la suppression de la promotion,
Failed to delete promotion: {0},Échec de la suppression de la promotion : {0},
Failed to delete station,Échec de la suppression du poste,
Failed to delete table,Échec de la suppression de la table,
Failed to delete workflow,Échec de la suppression du workflow,
Failed to download certificate.,Échec du téléchargement du certificat.,
Failed to download image,Échec du téléchargement de l'image,
Failed to duplicate card,Échec de la duplication de la carte,
Failed to generate CSRF token,Échec de la génération du jeton CSRF,
Failed to generate QR code: {0},Échec de la génération du code QR : {0},
Failed to generate certificate. Are you a System Manager?,Échec de la génération du certificat. Êtes-vous un administrateur système ?,
Failed to generate your welcome coupon,Échec de la génération de votre coupon de bienvenue,
Failed to get invoice name from draft,Échec de la récupération du nom de facture depuis le brouillon,
Failed to initiate payment,Échec de l'initiation du paiement,
Failed to initiate payment. Please try again or contact staff.,Échec de l'initiation du paiement. Veuillez réessayer ou contacter le personnel.,
Failed to load brands,Échec du chargement des marques,
Failed to load card,Échec du chargement de la carte,
Failed to load cards,Échec du chargement des cartes,
Failed to load cash entries,Échec du chargement des entrées de caisse,
Failed to load coupon details,Échec du chargement des détails du coupon,
Failed to load coupons,Échec du chargement des coupons,
Failed to load draft,Échec du chargement du brouillon,
Failed to load draft invoices,Échec du chargement des brouillons de factures,
Failed to load external invoices,Échec du chargement des factures externes,
Failed to load invoice details,Échec du chargement des détails de la facture,
Failed to load invoices,Échec du chargement des factures,
Failed to load item data,Échec du chargement des données de l'article,
Failed to load item groups,Échec du chargement des groupes d'articles,
Failed to load menu data,Échec du chargement des données du menu,
Failed to load more images,Échec du chargement des images supplémentaires,
Failed to load orders from server.,Échec du chargement des commandes depuis le serveur.,
Failed to load orders.,Échec du chargement des commandes.,
Failed to load partial payments,Échec du chargement des paiements partiels,
Failed to load product options,Échec du chargement des options produit,
Failed to load promotion details,Échec du chargement des détails de la promotion,
Failed to load recent invoices,Échec du chargement des factures récentes,
Failed to load settings,Échec du chargement des paramètres,
Failed to load takeaway menu,Échec du chargement du menu à emporter,
Failed to load templates,Échec du chargement des modèles,
Failed to load terminals,Échec du chargement des terminaux,
Failed to load unpaid invoices,Échec du chargement des factures impayées,
Failed to load variants,Échec du chargement des variantes,
Failed to load warehouse availability,Échec du chargement de la disponibilité en entrepôt,
Failed to load workflows,Échec du chargement des workflows,
Failed to mark items as delivered.,Échec du marquage des articles comme livrés.,
Failed to print draft,Échec de l'impression du brouillon,
Failed to print provisional ticket,Échec de l'impression du ticket provisoire,
Failed to process selection. Please try again.,Échec du traitement de la sélection. Veuillez réessayer.,
Failed to rename area,Échec du renommage de la zone,
Failed to rename card,Échec du renommage de la carte,
Failed to save badges,Échec de l'enregistrement des badges,
Failed to save card,Échec de l'enregistrement de la carte,
Failed to save current cart. Draft loading cancelled to prevent data loss.,Échec de la sauvegarde du panier actuel. Chargement du brouillon annulé pour éviter la perte de données.,
Failed to save draft,Échec de l'enregistrement du brouillon,
Failed to save floor plan,Échec de l'enregistrement du plan de salle,
Failed to save item,Échec de l'enregistrement de l'article,
Failed to save options,Échec de l'enregistrement des options,
Failed to save restaurant settings,Échec de l'enregistrement des paramètres restaurant,
Failed to save settings,Échec de l'enregistrement des paramètres,
Failed to save workflow,Échec de l'enregistrement du workflow,
Failed to search images,Échec de la recherche d'images,
Failed to send email,Échec de l'envoi de l'e-mail,
Failed to send email. Please check your email configuration.,Échec de l'envoi de l'e-mail. Vérifiez votre configuration e-mail.,
Failed to send order to kitchen,Échec de l'envoi de la commande en cuisine,
Failed to sync invoice for {0}\n\n${1}\n\nYou can delete this invoice from the offline queue if you don't need it.,Échec de la synchronisation de la facture pour {0}\n\n${1}\n\nVous pouvez supprimer cette facture de la file d'attente hors ligne si vous n'en avez pas besoin.,
Failed to toggle coupon status,Échec du basculement du statut du coupon,
Failed to toggle coupon: {0},Échec du basculement du coupon : {0},
Failed to toggle promotion: {0},Échec du basculement de la promotion : {0},
Failed to toggle restaurant mode,Échec du changement de mode restaurant,
Failed to update,Échec de la mise à jour,
Failed to update KDS order status.,Échec de la mise à jour du statut de commande KDS.,
Failed to update UOM. Please try again.,Échec de la mise à jour de l'unité de mesure. Veuillez réessayer.,
Failed to update cart after removing offer.,Échec de la mise à jour du panier après suppression de l'offre.,
Failed to update coupon,Échec de la mise à jour du coupon,
Failed to update coupon: {0},Échec de la mise à jour du coupon : {0},
Failed to update customer,Échec de la mise à jour du client,
Failed to update default,Échec de la mise à jour du défaut,
Failed to update item status,Échec de la mise à jour du statut de l'article,
Failed to update item.,Échec de la mise à jour de l'article.,
Failed to update promotion,Échec de la mise à jour de la promotion,
Failed to update promotion status,Échec de la mise à jour du statut de la promotion,
Failed to update promotion: {0},Échec de la mise à jour de la promotion : {0},
Failed to update station,Échec de la mise à jour du poste,
Failed to update status,Échec de la mise à jour du statut,
Failed to update table,Échec de la mise à jour de la table,
Failed to update table status,Échec de la mise à jour du statut de la table,
Failed to upload image,Échec du téléchargement de l'image,
Faster access and offline support,Accès plus rapide et support hors ligne,
Fill in the details to create a new coupon,Remplissez les détails pour créer un nouveau coupon,
Fill in the details to create a new promotional scheme,Remplissez les détails pour créer un nouveau programme promotionnel,
Final Amount,Montant final,
First,Premier,
First name,Prénom,
Fixed Amount,Montant fixe,
Floor Plan,Plan de salle,
Floor Plan Background,Arrière-plan du plan de salle,
Floor Plan Walls,Murs du plan de salle,
Floor plan saved,Plan de salle enregistré,
Fonts,Polices,
Footer Text,Texte de pied de page,
Force Save,Forcer l'enregistrement,
Free,Gratuit,
Free Item,Article gratuit,
Free Item Rule,Règle article gratuit,
Free Quantity,Quantité gratuite,
Free item,Article gratuit,
Frequent Customers,Clients fréquents,
Friday,Vendredi,
From,De,
From Date,Date de début,
From Date must be before To Date,La date de début doit être antérieure à la date de fin,
From reconciliation,Issu du rapprochement,
From {0},À partir de {0},
Full,Complet,
Fully Paid,Entièrement payé,
General,Général,
General Settings,Paramètres généraux,
Generate,Générer,
Generate Certificate,Générer le certificat,
Generate PDF,Générer le PDF,
Generate QR,Générer le QR,
Generate QR code for guest ordering,Générer un QR code pour la commande invité,
Generating...,Génération...,
Gift,Cadeau,
Gift Card,Carte cadeau,
Gift Card Active,Carte cadeau active,
Gift Card Applied!,Carte cadeau appliquée !,
Gift Card Balance,Solde de la carte cadeau,
Gift Card Code,Code carte cadeau,
Gift Card Created,Carte cadeau créée,
Gift Card Depleted,Carte cadeau épuisée,
Gift Card Item,Article carte cadeau,
Gift Card Notification,Notification de carte cadeau,
Gift Card Validity (Months),Validité de la carte cadeau (mois),
Gift Card {0} created with balance {1},Carte cadeau {0} créée avec un solde de {1},
Gift Cards,Cartes cadeaux,
Gift card has expired,La carte cadeau a expiré,
Gift card has no remaining balance,La carte cadeau n'a plus de solde,
Gift card is not yet valid,La carte cadeau n'est pas encore valide,
Gift card not found,Carte cadeau introuvable,
Gift card value,Valeur de la carte cadeau,
Give Item,Article offert,
Give Item Row ID,ID de ligne de l'article offert,
Give Product,Produit offert,
Given Quantity,Quantité offerte,
Global Price,Prix global,
Go to first page,Aller à la première page,
Go to last page,Aller à la dernière page,
Go to next page,Aller à la page suivante,
Go to page {0},Aller à la page {0},
Go to previous page,Aller à la page précédente,
Grand Total,Total général,
Grand Total:,Total général :,
Gratuity / Pourboire,Pourboire,
Grid View,Vue grille,
Gross Sales,Ventes brutes,
Group Name,Nom du groupe,
Group by,Grouper par,
"Group name (e.g. Sauce, Cooking)","Nom du groupe (ex. Sauce, Cuisson)",
Guest Account Mode,Mode compte invité,
Guest Information,Informations sur le client,
Guest Menu,Menu invité,
Guest Name,Nom de l'invité,
Guest Order Token,Jeton de commande client,
Guest seated,Invité installé,
Guests,Convives,
Have a coupon code?,Vous avez un code coupon ?,
Header & Footer,En-tête & pied de page,
Header / Title,En-tête / Titre,
Header Font,Police de l'en-tête,
Header Text,Texte d'en-tête,
Health Status,État de santé,
Height,Hauteur,
Height (mm),Hauteur (mm),
Hide Expected Amount,Masquer le montant attendu,
Hide delivery arrows,Masquer les flèches de livraison,
Hide expected cash amount in closing,Masquer le montant attendu en espèces à la clôture,
Hide password,Masquer le mot de passe,
High Performers,Meilleurs performeurs,
Hold,En attente,
Hold order as draft,Mettre la commande en attente comme brouillon,
Hour,Heure,
Hours,Heures,
How long the gift card is valid,Durée de validité de la carte cadeau,
How often to check server for stock updates (minimum 10 seconds),Fréquence de vérification du serveur pour les mises à jour de stock (minimum 10 secondes),
Icon,Icône,
"If QZ Tray is unavailable, printing will fall back to the browser dialog.","Si QZ Tray n'est pas disponible, l'impression utilisera la boîte de dialogue du navigateur.",
"If checked, this card is always visible in POS regardless of time slots or dates","Si coché, cette carte est toujours visible dans la caisse, indépendamment des créneaux horaires ou des dates",
"If checked, this workflow will be used when no specific workflow is assigned to a station or item.","Si coché, ce flux de travail sera utilisé lorsqu'aucun flux spécifique n'est assigné à une station ou un article.",
"If products are listed here, they will always follow this workflow regardless of their station assignment.","Si des produits sont listés ici, ils suivront toujours ce flux de travail, indépendamment de leur station.",
"If set, selecting this option changes the item quantity","Si défini, sélectionner cette option modifie la quantité de l'article",
"If unchecked, items from this station will skip the runner and can be marked as Delivered directly from the KDS.","Si décoché, les articles de cette station sauteront le runner et pourront être marqués comme livrés directement depuis le KDS.",
Image,Image,
In,Entrée,
In Stock,En stock,
In queue,En file d'attente,
Inactive,Inactif,
Include Zero Stock Items,Inclure les articles à stock zéro,
Incorrect password,Mot de passe incorrect,
Increase quantity,Augmenter la quantité,
Individual,Individuel,
Info,Info,
Initiating payment...,Initialisation du paiement...,
Install,Installer,
Install Neopos,Installer Neopos,
Installed,Installé,
"Instead of cash refund, add the return amount to customer credit balance for future purchases.","Au lieu d'un remboursement en espèces, ajouter le montant du retour au solde crédit client pour de futurs achats.",
Insufficient Stock,Stock insuffisant,
"Insufficient credit available from {0}. Available: {1}, Requested: {2}","Crédit insuffisant sur {0}. Disponible : {1}, Demandé : {2}",
"Insufficient unallocated amount in {0}. Available: {1}, Requested: {2}","Montant non alloué insuffisant sur {0}. Disponible : {1}, Demandé : {2}",
"Insufficient wallet balance. Available: {0}, Requested: {1}","Solde du portefeuille insuffisant. Disponible : {0}, Demandé : {1}",
Internal,Interne,
Internet,Internet,
Inv/Hr,Fact./h,
Invalid API key,Clé API invalide,
Invalid API key format. Expected format: api_key:api_secret,Format de clé API invalide. Format attendu : api_key:api_secret,
Invalid API secret,Secret API invalide,
Invalid Opening Entry,Écriture d'ouverture invalide,
Invalid Period,Période invalide,
Invalid amount,Montant invalide,
Invalid coupon code,Code coupon invalide,
Invalid invoice format,Format de facture invalide,
Invalid invoice name provided,Nom de facture fourni invalide,
Invalid or expired link,Lien invalide ou expiré,
Invalid or expired verification token,Jeton de vérification invalide ou expiré,
Invalid or unknown token.,Jeton invalide ou inconnu.,
Invalid payments payload: malformed JSON,Données de paiement invalides : JSON malformé,
Invalid positions data,Données de positions invalides,
Invalid referral code,Code de parrainage invalide,
Invalid session,Session invalide,
Invalid verification token,Jeton de vérification invalide,
Inventory Impact and Fast Movers Report,Rapport d'impact sur les stocks et articles à forte rotation,
Invoice,Facture,
Invoice #:,Facture n° :,
Invoice - {0},Facture - {0},
Invoice Amount,Montant de la facture,
Invoice Created,Facture créée,
Invoice Created Successfully,Facture créée avec succès,
Invoice Currency,Devise de la facture,
Invoice Date,Date de facture,
Invoice Details,Détails de la facture,
Invoice History,Historique des factures,
Invoice ID: {0},ID facture : {0},
Invoice Management,Gestion des factures,
Invoice Summary,Résumé de la facture,
Invoice fully paid. No additional payment needed.,Facture entièrement payée. Aucun paiement supplémentaire nécessaire.,
Invoice loaded to cart for editing,Facture chargée dans le panier pour modification,
Invoice must be submitted before adding payments,La facture doit être soumise avant d'ajouter des paiements,
Invoice must be submitted to create a return,La facture doit être soumise pour créer un retour,
Invoice must be submitted to redeem credit,La facture doit être soumise pour utiliser le crédit,
Invoice name and recipients are required,Le nom de la facture et les destinataires sont requis,
Invoice name is required,Le nom de la facture est requis,
Invoice not found,Facture introuvable,
Invoice not found.,Facture introuvable.,
Invoice saved as draft successfully,Facture enregistrée comme brouillon avec succès,
Invoice saved offline. Will sync when online,Facture enregistrée hors ligne. Sera synchronisée une fois en ligne,
Invoice subject,Objet de la facture,
Invoice submitted successfully but credit redemption failed. Please contact administrator.,Facture soumise avec succès mais l'utilisation du crédit a échoué. Veuillez contacter l'administrateur.,
Invoice {0} Deleted,Facture {0} supprimée,
Invoice {0} created and sent to printer,Facture {0} créée et envoyée à l'imprimante,
Invoice {0} created but print failed,Facture {0} créée mais l'impression a échoué,
Invoice {0} created successfully,Facture {0} créée avec succès,
Invoice {0} created successfully!,Facture {0} créée avec succès !,
Invoice {0} does not exist,La facture {0} n'existe pas,
Invoice {0} from {1},Facture {0} de {1},
Invoice {0} not found,Facture {0} introuvable,
Invoices,Factures,
Is Default,Par défaut,
Is Return,Est un retour,
Item,Article,
Item '{0}' created successfully,Article '{0}' créé avec succès,
Item Badge,Badge d'article,
Item Code,Code article,
Item Discount,Remise sur article,
Item Group,Groupe d'articles,
Item Groups,Groupes d'articles,
Item Images,Images de l'article,
Item Name,Nom de l'article,
"Item Name, Item Group, and Unit of Measure are required","Le nom de l'article, le groupe d'articles et l'unité de mesure sont requis",
Item Not Found: No item found with barcode: {0},Article non trouvé : Aucun article trouvé avec le code-barres : {0},
Item Price,Prix de l'article,
Item Rate Should Less Then,Le prix de l'article doit être inférieur à,
"Item that represents a gift card purchase. When sold, creates a gift card coupon with the item's price as the gift card value.","Article représentant l'achat d'une carte cadeau. Lors de la vente, crée un coupon carte cadeau avec le prix de l'article comme valeur de la carte.",
Item updated,Article mis à jour,
Item with barcode {0} not found,Article avec le code-barres {0} non trouvé,
Item {0} is not allowed for sales,L'article {0} n'est pas autorisé à la vente,
Item: {0},Article : {0},
Items,Articles,
Items Sold,Articles vendus,
Items to Return:,Articles à retourner :,
Items:,Articles :,
Journal Entry Template,Modèle d'écriture comptable,
Journal Entry Template name,Nom du modèle d'écriture comptable,
"Journal Entry Template used for cash withdrawal at shift closing. When set, cashiers can withdraw cash at closing and the remaining balance is suggested as next opening amount.","Modèle d'écriture comptable utilisé pour le retrait d'espèces à la clôture. Lorsque défini, les caissiers peuvent retirer des espèces à la clôture et le solde restant est suggéré comme montant d'ouverture suivant.",
Journal Entry {0} created for credit redemption,Écriture comptable {0} créée pour l'utilisation du crédit,
Just now,À l'instant,
Kitchen,Cuisine,
Kitchen is clear.,La cuisine est libre.,
Label,Libellé,
Language,Langue,
Large Overpayment,Trop-perçu important,
Last,Dernier,
Last 30 Days,30 derniers jours,
Last 7 Days,7 derniers jours,
Last Modified,Dernière modification,
Last Sync:,Dernière synchro :,
Last name,Nom de famille,
Layout,Disposition,
Leave,Quitter,
Leave POS?,Quitter le POS ?,
Leave blank to use default price,Laisser vide pour utiliser le prix par défaut,
Leave empty to use card name,Laisser vide pour utiliser le nom de la carte,
Limit search results for performance,Limiter les résultats de recherche pour les performances,
Linked ERPNext Coupon Code for accounting integration,Code coupon ERPNext lié pour l'intégration comptable,
Linked Invoices,Factures liées,
List,Liste,
List View,Vue liste,
Load More,Charger plus,
Load more,Charger plus,
